date,train_id,mileage_km,rolling_stock_cert_days_remaining,signalling_cert_days_remaining,telecom_cert_days_remaining,job_card_status,branding_priority,cleaning_status,cleaning_due,hours_run_today,stabling_location,induction_decision,total_cert_days,certs_critical,weekday
2024-04-27,25,277883,45,10,175,Closed,Low,Clean,True,1.1,Track 6,Standby,230,0,5
2024-04-28,1,379066,53,147,309,Closed,Low,Clean,False,1.0,Track 2,Standby,509,0,6
2024-04-28,2,323150,23,1,112,Open,Medium,Clean,False,0.0,Track 10,Maintenance,136,1,6
2024-04-28,3,290069,40,24,232,Closed,Low,Clean,False,1.5,Track 15,Standby,296,0,6
2024-04-28,4,383209,80,42,231,Closed,Medium,Clean,False,8.3,Track 10,Inducted,353,0,6
2024-04-28,5,362054,67,33,118,Closed,Low,Clean,False,9.4,Track 13,Inducted,218,0,6
2024-04-28,6,285843,55,81,130,Closed,Low,Clean,False,9.1,Track 5,Inducted,266,0,6
2024-04-28,7,375950,82,40,98,Closed,Medium,Clean,False,1.3,Track 7,Standby,220,0,6
2024-04-28,8,254891,57,175,329,Closed,Low,Clean,False,10.1,Track 6,Inducted,561,0,6
2024-04-28,9,304781,7,116,246,Open,Medium,Clean,False,0.0,Track 3,Maintenance,369,1,6
2024-04-28,10,347845,73,44,336,Closed,Medium,Clean,False,0.7,Track 9,Standby,453,0,6
2024-04-28,11,403431,5,110,31,Closed,High,Clean,False,12.7,Track 1,Inducted,146,1,6
2024-04-28,12,301718,38,161,260,Closed,Low,Clean,False,12.6,Track 11,Inducted,459,0,6
2024-04-28,13,328564,54,18,3,Closed,High,Clean,False,12.0,Track 14,Inducted,75,1,6
2024-04-28,14,316374,59,142,45,Closed,High,Clean,False,10.0,Track 7,Inducted,246,0,6
2024-04-28,15,389787,7,16,263,Closed,High,Clean,False,1.2,Track 6,Standby,286,1,6
2024-04-28,16,371650,48,62,20,Closed,High,Clean,False,10.1,Track 4,Inducted,130,0,6
2024-04-28,17,360686,44,111,170,Open,Low,Clean,False,0.0,Track 4,Maintenance,325,0,6
2024-04-28,18,372869,52,22,311,Closed,High,Clean,True,10.9,Track 1,Inducted,385,0,6
2024-04-28,19,328106,59,128,105,Closed,Low,Clean,False,0.7,Track 11,Standby,292,0,6
2024-04-28,20,375598,64,22,279,Closed,Medium,Clean,False,13.6,Track 12,Inducted,365,0,6
2024-04-28,21,295713,69,109,76,Open,Low,Clean,False,0.0,Track 4,Maintenance,254,0,6
2024-04-28,22,294934,68,154,340,Open,High,Clean,False,1.0,Track 3,Standby,562,0,6
2024-04-28,23,401871,13,105,199,Closed,High,Clean,False,11.1,Track 2,Inducted,317,0,6
2024-04-28,24,307862,44,116,363,Closed,Low,Clean,False,9.4,Track 5,Inducted,523,0,6
2024-04-28,25,277883,44,9,174,Open,Low,Scheduled,True,0.0,Track 12,Maintenance,227,0,6
2024-04-29,1,379066,52,146,308,Open,Low,Clean,False,0.0,Track 9,Maintenance,506,0,0
2024-04-29,2,323150,22,180,111,Closed,Medium,Clean,False,0.0,Track 6,Maintenance,313,0,0
2024-04-29,3,290420,39,23,231,Closed,Low,Clean,False,12.8,Track 13,Inducted,293,0,0
2024-04-29,4,383251,79,41,230,Closed,Medium,Clean,False,0.8,Track 3,Standby,350,0,0
2024-04-29,5,362542,66,32,117,Closed,Low,Clean,False,8.7,Track 3,Inducted,215,0,0
2024-04-29,6,285852,54,80,129,Closed,Low,Clean,False,0.9,Track 12,Standby,263,0,0
2024-04-29,7,376396,81,39,97,Closed,Medium,Clean,False,9.8,Track 7,Inducted,217,0,0
2024-04-29,8,255331,56,174,328,Closed,Low,Clean,False,11.2,Track 3,Inducted,558,0,0
2024-04-29,9,305375,6,115,245,Closed,Medium,Clean,False,8.2,Track 12,Inducted,366,1,0
2024-04-29,10,347891,72,43,335,Closed,Medium,Clean,False,1.2,Track 15,Standby,450,0,0
2024-04-29,11,403915,4,109,30,Closed,High,Clean,False,9.8,Track 6,Inducted,143,1,0
2024-04-29,12,301753,37,160,259,Closed,Low,Clean,False,1.2,Track 10,Standby,456,0,0
2024-04-29,13,328607,53,17,2,Closed,High,Clean,False,1.3,Track 11,Standby,72,1,0
2024-04-29,14,316864,58,141,44,Closed,High,Clean,False,8.4,Track 13,Inducted,243,0,0
2024-04-29,15,390145,6,15,262,Closed,High,Clean,False,12.2,Track 3,Inducted,283,1,0
2024-04-29,16,372043,47,61,19,Closed,High,Clean,False,12.9,Track 2,Inducted,127,0,0
2024-04-29,17,360686,43,110,169,Open,Low,Clean,False,0.0,Track 3,Maintenance,322,0,0
2024-04-29,18,372869,51,21,310,Open,High,Scheduled,True,0.0,Track 13,Maintenance,382,0,0
2024-04-29,19,328124,58,127,104,Closed,Low,Clean,False,0.8,Track 8,Standby,289,0,0
2024-04-29,20,375606,63,21,278,Closed,Medium,Clean,False,0.7,Track 1,Standby,362,0,0
2024-04-29,21,295714,68,108,75,Closed,Low,Clean,False,0.7,Track 14,Standby,251,0,0
2024-04-29,22,294959,67,153,339,Closed,High,Clean,False,1.2,Track 4,Standby,559,0,0
2024-04-29,23,401920,12,104,198,Closed,High,Clean,False,1.5,Track 15,Standby,314,0,0
2024-04-29,24,308446,43,115,362,Closed,Low,Clean,False,12.1,Track 11,Inducted,520,0,0
2024-04-29,25,278199,43,8,173,Closed,Low,Clean,True,9.1,Track 5,Inducted,224,0,0
2024-04-30,1,379066,51,145,307,Open,Low,Clean,False,0.0,Track 12,Maintenance,503,0,1
2024-04-30,2,323185,21,179,110,Closed,Medium,Clean,False,0.7,Track 9,Standby,310,0,1
2024-04-30,3,290420,38,22,230,Open,Low,Scheduled,True,0.0,Track 15,Maintenance,290,0,1
2024-04-30,4,383251,78,40,229,Open,Medium,Clean,False,0.0,Track 3,Maintenance,347,0,1
2024-04-30,5,362879,65,31,116,Closed,Low,Clean,False,9.4,Track 3,Inducted,212,0,1
2024-04-30,6,286308,53,79,128,Closed,Low,Clean,False,8.6,Track 13,Inducted,260,0,1
2024-04-30,7,376396,80,38,96,Open,Medium,Clean,False,0.0,Track 11,Maintenance,214,0,1
2024-04-30,8,255331,55,173,327,Closed,Low,Clean,False,0.0,Track 15,Maintenance,555,0,1
2024-04-30,9,305383,5,114,244,Closed,Medium,Clean,False,1.2,Track 9,Standby,363,1,1
2024-04-30,10,347891,71,42,334,Closed,Medium,Clean,False,0.0,Track 10,Maintenance,447,0,1
2024-04-30,11,404405,3,108,29,Closed,High,Clean,False,12.6,Track 7,Inducted,140,1,1
2024-04-30,12,301756,36,159,258,Closed,Low,Clean,False,0.6,Track 9,Standby,453,0,1
2024-04-30,13,329076,52,16,1,Closed,High,Clean,False,9.7,Track 14,Inducted,69,1,1
2024-04-30,14,317437,57,140,43,Open,High,Clean,False,9.0,Track 15,Inducted,240,0,1
2024-04-30,15,390156,5,14,261,Closed,High,Clean,False,1.4,Track 13,Standby,280,1,1
2024-04-30,16,372356,46,60,18,Closed,High,Clean,False,10.9,Track 5,Inducted,124,0,1
2024-04-30,17,360708,42,109,168,Closed,Low,Clean,False,0.6,Track 12,Standby,319,0,1
2024-04-30,18,372918,50,20,309,Closed,High,Scheduled,True,0.9,Track 6,Standby,379,0,1
2024-04-30,19,328434,57,126,103,Closed,Low,Clean,False,13.6,Track 4,Inducted,286,0,1
2024-04-30,20,376094,62,20,277,Closed,Medium,Clean,False,12.9,Track 12,Inducted,359,0,1
2024-04-30,21,296084,67,107,74,Closed,Low,Clean,False,10.0,Track 7,Inducted,248,0,1
2024-04-30,22,294984,66,152,338,Open,High,Clean,False,0.7,Track 8,Standby,556,0,1
2024-04-30,23,401967,11,103,197,Closed,High,Clean,False,0.8,Track 11,Standby,311,0,1
2024-04-30,24,308446,42,114,361,Open,Low,Clean,False,0.0,Track 11,Maintenance,517,0,1
2024-04-30,25,278199,42,7,172,Open,Low,Scheduled,True,0.0,Track 3,Maintenance,221,1,1
2024-05-01,1,379417,50,144,306,Closed,Low,Clean,False,13.3,Track 12,Inducted,500,0,2
2024-05-01,2,323220,20,178,109,Closed,Medium,Clean,False,0.8,Track 11,Standby,307,0,2
2024-05-01,3,290420,37,21,229,Open,Low,Scheduled,True,0.0,Track 5,Maintenance,287,0,2
2024-05-01,4,383264,77,39,228,Closed,Medium,Clean,False,1.4,Track 9,Standby,344,0,2
2024-05-01,5,362909,64,30,115,Closed,Low,Clean,False,0.7,Track 15,Standby,209,0,2
2024-05-01,6,286809,52,78,127,Closed,Low,Clean,False,8.6,Track 13,Inducted,257,0,2
2024-05-01,7,376696,79,37,95,Closed,Medium,Clean,False,13.1,Track 4,Inducted,211,0,2
2024-05-01,8,255331,54,172,326,Open,Low,Clean,False,0.0,Track 11,Maintenance,552,0,2
2024-05-01,9,305768,4,113,243,Closed,Medium,Clean,False,8.5,Track 2,Inducted,360,1,2
2024-05-01,10,348297,70,41,333,Closed,Medium,Clean,False,11.5,Track 13,Inducted,444,0,2
2024-05-01,11,404405,2,107,28,Closed,High,Clean,False,0.0,Track 12,Maintenance,137,1,2
2024-05-01,12,301782,35,158,257,Closed,Low,Clean,False,0.8,Track 9,Standby,450,0,2
2024-05-01,13,329377,51,15,365,Closed,High,Clean,False,9.0,Track 2,Inducted,431,0,2
2024-05-01,14,317437,56,139,42,Open,High,Clean,False,1.5,Track 15,Standby,237,0,2
2024-05-01,15,390756,4,13,260,Closed,High,Clean,False,9.4,Track 15,Inducted,277,1,2
2024-05-01,16,372356,45,59,17,Open,High,Clean,False,0.0,Track 7,Maintenance,121,0,2
2024-05-01,17,361105,41,108,167,Closed,Low,Clean,False,12.1,Track 10,Inducted,316,0,2
2024-05-01,18,372962,49,19,308,Open,High,Clean,False,0.8,Track 13,Standby,376,0,2
2024-05-01,19,328466,56,125,102,Closed,Low,Clean,False,1.5,Track 13,Standby,283,0,2
2024-05-01,20,376584,61,19,276,Closed,Medium,Clean,False,8.0,Track 2,Inducted,356,0,2
2024-05-01,21,296084,66,106,73,Open,Low,Clean,False,0.0,Track 10,Maintenance,245,0,2
2024-05-01,22,294984,65,151,337,Closed,High,Clean,False,0.0,Track 10,Maintenance,553,0,2
2024-05-01,23,401967,10,102,196,Closed,High,Clean,False,0.0,Track 7,Maintenance,308,0,2
2024-05-01,24,308469,41,113,360,Closed,Low,Clean,False,1.2,Track 11,Standby,514,0,2
2024-05-01,25,278221,41,6,171,Closed,Low,Scheduled,True,1.1,Track 4,Standby,218,1,2
2024-05-02,1,379450,49,143,305,Closed,Low,Clean,False,0.5,Track 4,Standby,497,0,3
2024-05-02,2,323239,19,177,108,Closed,Medium,Clean,False,1.2,Track 9,Standby,304,0,3
2024-05-02,3,290442,36,20,228,Closed,Low,Clean,True,1.5,Track 4,Standby,284,0,3
2024-05-02,4,383775,76,38,227,Closed,Medium,Clean,False,9.0,Track 15,Inducted,341,0,3
2024-05-02,5,362953,63,29,114,Open,Low,Clean,False,1.3,Track 9,Standby,206,0,3
2024-05-02,6,287303,51,77,126,Closed,Low,Clean,False,13.4,Track 6,Inducted,254,0,3
2024-05-02,7,376696,78,36,94,Open,Medium,Clean,False,0.0,Track 15,Maintenance,208,0,3
2024-05-02,8,255331,53,171,325,Closed,Low,Clean,False,0.0,Track 11,Maintenance,549,0,3
2024-05-02,9,305781,3,112,242,Closed,Medium,Clean,False,1.4,Track 5,Standby,357,1,3
2024-05-02,10,348638,69,40,332,Closed,Medium,Clean,False,11.2,Track 15,Inducted,441,0,3
2024-05-02,11,404989,1,106,27,Closed,High,Clean,False,11.9,Track 1,Inducted,134,1,3
2024-05-02,12,301782,34,157,256,Open,Low,Clean,False,0.0,Track 10,Maintenance,447,0,3
2024-05-02,13,329377,50,14,364,Open,High,Clean,False,0.0,Track 2,Maintenance,428,0,3
2024-05-02,14,317465,55,138,41,Closed,High,Clean,False,1.0,Track 6,Standby,234,0,3
2024-05-02,15,391099,3,12,259,Closed,High,Clean,False,13.1,Track 11,Inducted,274,1,3
2024-05-02,16,372712,44,58,16,Closed,High,Clean,False,11.8,Track 7,Inducted,118,0,3
2024-05-02,17,361135,40,107,166,Closed,Low,Clean,False,1.1,Track 9,Standby,313,0,3
2024-05-02,18,373526,48,18,307,Closed,High,Clean,False,12.5,Track 12,Inducted,373,0,3
2024-05-02,19,328852,55,124,101,Closed,Low,Clean,False,11.3,Track 7,Inducted,280,0,3
2024-05-02,20,376634,60,18,275,Closed,Medium,Clean,False,0.6,Track 7,Standby,353,0,3
2024-05-02,21,296084,65,105,72,Open,Low,Clean,False,0.0,Track 8,Maintenance,242,0,3
2024-05-02,22,295569,64,150,336,Closed,High,Scheduled,True,10.5,Track 4,Inducted,550,0,3
2024-05-02,23,402012,9,101,195,Closed,High,Clean,False,0.5,Track 5,Standby,305,0,3
2024-05-02,24,308485,40,112,359,Closed,Low,Clean,False,1.0,Track 3,Standby,511,0,3
2024-05-02,25,278221,40,5,170,Closed,Low,Clean,False,0.0,Track 9,Maintenance,215,1,3
2024-05-03,1,379463,48,142,304,Closed,Low,Clean,False,1.2,Track 9,Standby,494,0,4
2024-05-03,2,323549,18,176,107,Closed,Medium,Clean,False,8.5,Track 8,Inducted,301,0,4
2024-05-03,3,290907,35,19,227,Closed,Low,Clean,True,10.8,Track 12,Inducted,281,0,4
2024-05-03,4,383781,75,37,226,Closed,Medium,Scheduled,True,0.6,Track 14,Standby,338,0,4
2024-05-03,5,362997,62,28,113,Closed,Low,Clean,False,1.0,Track 7,Standby,203,0,4
2024-05-03,6,287796,50,76,125,Closed,Low,Clean,False,11.6,Track 14,Inducted,251,0,4
2024-05-03,7,376713,77,35,93,Closed,Medium,Clean,False,0.6,Track 9,Standby,205,0,4
2024-05-03,8,255331,52,170,324,Open,Low,Clean,False,0.0,Track 3,Maintenance,546,0,4
2024-05-03,9,306082,2,111,241,Closed,Medium,Clean,False,11.2,Track 1,Inducted,354,1,4
2024-05-03,10,349136,68,39,331,Closed,Medium,Clean,False,8.8,Track 1,Inducted,438,0,4
2024-05-03,11,404989,90,105,26,Open,High,Clean,False,0.0,Track 6,Maintenance,221,0,4
2024-05-03,12,301826,33,156,255,Closed,Low,Clean,False,1.0,Track 6,Standby,444,0,4
2024-05-03,13,329903,49,13,363,Closed,High,Clean,False,12.2,Track 15,Inducted,425,0,4
2024-05-03,14,317465,54,137,40,Closed,High,Clean,False,0.0,Track 3,Maintenance,231,0,4
2024-05-03,15,391099,2,11,258,Open,High,Clean,False,0.0,Track 14,Maintenance,271,1,4
2024-05-03,16,373060,43,57,15,Closed,High,Clean,False,8.8,Track 7,Inducted,115,0,4
2024-05-03,17,361135,39,106,165,Open,Low,Clean,False,0.0,Track 14,Maintenance,310,0,4
2024-05-03,18,373924,47,17,306,Closed,High,Clean,False,13.6,Track 2,Inducted,370,0,4
2024-05-03,19,328896,54,123,100,Closed,Low,Clean,False,1.1,Track 13,Standby,277,0,4
2024-05-03,20,377193,59,17,274,Closed,Medium,Clean,False,9.0,Track 11,Inducted,350,0,4
2024-05-03,21,296507,64,104,71,Closed,Low,Clean,False,11.5,Track 2,Inducted,239,0,4
2024-05-03,22,295619,63,149,335,Closed,High,Scheduled,True,1.0,Track 15,Standby,547,0,4
2024-05-03,23,402508,8,100,194,Closed,High,Clean,False,12.8,Track 2,Inducted,302,0,4
2024-05-03,24,308804,39,111,358,Closed,Low,Clean,False,13.6,Track 9,Inducted,508,0,4
2024-05-03,25,278652,39,4,169,Closed,Low,Clean,False,12.4,Track 15,Inducted,212,1,4
2024-05-04,1,379477,47,141,303,Closed,Low,Clean,False,0.5,Track 6,Standby,491,0,5
2024-05-04,2,323951,17,175,106,Closed,Medium,Clean,False,10.2,Track 11,Inducted,298,0,5
2024-05-04,3,290916,34,18,226,Closed,Low,Scheduled,True,1.2,Track 5,Standby,278,0,5
2024-05-04,4,383781,74,36,225,Open,Medium,Clean,False,0.0,Track 14,Maintenance,335,0,5
2024-05-04,5,362997,61,27,112,Closed,Low,Clean,False,0.0,Track 6,Maintenance,200,0,5
2024-05-04,6,287830,49,75,124,Closed,Low,Clean,False,1.4,Track 15,Standby,248,0,5
2024-05-04,7,376726,76,34,92,Open,Medium,Clean,False,1.3,Track 7,Standby,202,0,5
2024-05-04,8,255331,51,169,323,Open,Low,Clean,False,0.0,Track 10,Maintenance,543,0,5
2024-05-04,9,306082,1,110,240,Open,Medium,Clean,False,0.0,Track 12,Maintenance,351,1,5
2024-05-04,10,349608,67,38,330,Closed,Medium,Clean,False,9.2,Track 11,Inducted,435,0,5
2024-05-04,11,404989,89,104,25,Closed,High,Clean,False,0.9,Track 14,Standby,218,0,5
2024-05-04,12,302248,32,155,254,Closed,Low,Clean,False,9.5,Track 9,Inducted,441,0,5
2024-05-04,13,329948,48,12,362,Open,High,Scheduled,True,0.6,Track 11,Standby,422,0,5
2024-05-04,14,317465,53,136,39,Open,High,Clean,False,0.0,Track 5,Maintenance,228,0,5
2024-05-04,15,391612,1,10,257,Closed,High,Clean,False,13.4,Track 13,Inducted,268,1,5
2024-05-04,16,373564,42,56,14,Closed,High,Clean,False,8.6,Track 7,Inducted,112,0,5
2024-05-04,17,361657,38,105,164,Closed,Low,Clean,False,9.2,Track 11,Inducted,307,0,5
2024-05-04,18,374343,46,16,305,Closed,High,Clean,False,11.7,Track 1,Inducted,367,0,5
2024-05-04,19,328918,53,122,99,Closed,Low,Clean,False,1.4,Track 4,Standby,274,0,5
2024-05-04,20,377692,58,16,273,Closed,Medium,Clean,False,13.8,Track 6,Inducted,347,0,5
2024-05-04,21,296944,63,103,70,Closed,Low,Clean,False,13.2,Track 1,Inducted,236,0,5
2024-05-04,22,295619,62,148,334,Open,High,Clean,False,0.0,Track 13,Maintenance,544,0,5
2024-05-04,23,402972,7,99,193,Closed,High,Clean,False,11.9,Track 13,Inducted,299,1,5
2024-05-04,24,308804,38,110,357,Open,Low,Scheduled,True,0.0,Track 7,Maintenance,505,0,5
2024-05-04,25,278652,38,3,168,Open,Low,Clean,False,0.0,Track 14,Maintenance,209,1,5
2024-05-05,1,380022,46,140,302,Closed,Low,Clean,False,13.9,Track 5,Inducted,488,0,6
2024-05-05,2,324423,16,174,105,Closed,Medium,Clean,False,12.6,Track 4,Inducted,295,0,6
2024-05-05,3,291283,33,17,225,Closed,Low,Clean,False,10.6,Track 4,Inducted,275,0,6
2024-05-05,4,383781,73,35,224,Open,Medium,Clean,False,0.0,Track 15,Maintenance,332,0,6
2024-05-05,5,362997,60,26,111,Closed,Low,Clean,False,0.0,Track 8,Maintenance,197,0,6
2024-05-05,6,288384,48,74,123,Closed,Low,Clean,False,8.3,Track 12,Inducted,245,0,6
2024-05-05,7,376726,75,33,91,Open,Medium,Clean,False,0.0,Track 2,Maintenance,199,0,6
2024-05-05,8,255367,50,168,322,Open,Low,Clean,False,1.0,Track 13,Standby,540,0,6
2024-05-05,9,306104,90,109,239,Closed,Medium,Clean,False,0.8,Track 5,Standby,438,0,6
2024-05-05,10,349608,66,37,329,Open,Medium,Clean,False,0.0,Track 14,Maintenance,432,0,6
2024-05-05,11,405022,88,103,24,Closed,High,Clean,False,1.2,Track 4,Standby,215,0,6
2024-05-05,12,302267,31,154,253,Closed,Low,Clean,False,0.8,Track 5,Standby,438,0,6
2024-05-05,13,330406,47,11,361,Closed,High,Clean,False,8.1,Track 5,Inducted,419,0,6
2024-05-05,14,317465,52,135,38,Open,High,Clean,False,0.0,Track 10,Maintenance,225,0,6
2024-05-05,15,392129,90,9,256,Closed,High,Clean,False,13.7,Track 11,Inducted,355,0,6
2024-05-05,16,373982,41,55,13,Closed,High,Clean,False,11.1,Track 15,Inducted,109,0,6
2024-05-05,17,362019,37,104,163,Closed,Low,Clean,False,11.4,Track 11,Inducted,304,0,6
2024-05-05,18,374362,45,15,304,Closed,High,Clean,False,1.4,Track 7,Standby,364,0,6
2024-05-05,19,328923,52,121,98,Closed,Low,Clean,False,0.8,Track 15,Standby,271,0,6
2024-05-05,20,377715,57,15,272,Closed,Medium,Clean,False,1.4,Track 6,Standby,344,0,6
2024-05-05,21,297466,62,102,69,Closed,Low,Clean,False,13.8,Track 4,Inducted,233,0,6
2024-05-05,22,295655,61,147,333,Closed,High,Clean,False,0.8,Track 12,Standby,541,0,6
2024-05-05,23,403497,6,98,192,Closed,High,Scheduled,True,13.2,Track 14,Inducted,296,1,6
2024-05-05,24,308831,37,109,356,Closed,Low,Scheduled,True,0.7,Track 15,Standby,502,0,6
2024-05-05,25,279081,37,2,167,Closed,Low,Clean,False,8.7,Track 2,Inducted,206,1,6
2024-05-06,1,380040,45,139,301,Closed,Low,Clean,False,1.5,Track 7,Standby,485,0,0
2024-05-06,2,324865,15,173,104,Closed,Medium,Clean,False,13.4,Track 4,Inducted,292,0,0
2024-05-06,3,291650,32,16,224,Closed,Low,Clean,False,10.2,Track 5,Inducted,272,0,0
2024-05-06,4,383806,72,34,223,Closed,Medium,Clean,False,1.4,Track 2,Standby,329,0,0
2024-05-06,5,363337,59,25,110,Closed,Low,Clean,False,8.7,Track 11,Inducted,194,0,0
2024-05-06,6,288691,47,73,122,Closed,Low,Clean,False,14.0,Track 12,Inducted,242,0,0
2024-05-06,7,377094,74,32,90,Closed,Medium,Clean,False,8.1,Track 12,Inducted,196,0,0
2024-05-06,8,255395,49,167,321,Closed,Low,Clean,False,0.6,Track 8,Standby,537,0,0
2024-05-06,9,306644,89,108,238,Closed,Medium,Scheduled,True,11.4,Track 5,Inducted,435,0,0
2024-05-06,10,350028,65,36,328,Closed,Medium,Clean,False,11.3,Track 10,Inducted,429,0,0
2024-05-06,11,405611,87,102,23,Closed,High,Clean,False,11.4,Track 5,Inducted,212,0,0
2024-05-06,12,302656,30,153,252,Closed,Low,Clean,False,11.7,Track 3,Inducted,435,0,0
2024-05-06,13,330805,46,10,360,Closed,High,Clean,False,12.4,Track 2,Inducted,416,0,0
2024-05-06,14,317854,51,134,37,Closed,High,Clean,False,12.3,Track 5,Inducted,222,0,0
2024-05-06,15,392582,89,8,255,Closed,High,Clean,False,9.8,Track 5,Inducted,352,0,0
2024-05-06,16,374015,40,54,12,Closed,High,Clean,False,0.5,Track 6,Standby,106,0,0
2024-05-06,17,362613,36,103,162,Closed,Low,Clean,False,13.5,Track 13,Inducted,301,0,0
2024-05-06,18,374834,44,14,303,Closed,High,Clean,False,8.7,Track 11,Inducted,361,0,0
2024-05-06,19,329248,51,120,97,Closed,Low,Clean,False,8.1,Track 9,Inducted,268,0,0
2024-05-06,20,377715,56,14,271,Closed,Medium,Clean,False,0.0,Track 5,Maintenance,341,0,0
2024-05-06,21,297945,61,101,68,Closed,Low,Clean,False,9.4,Track 5,Inducted,230,0,0
2024-05-06,22,295959,60,146,332,Closed,High,Clean,False,14.0,Track 10,Inducted,538,0,0
2024-05-06,23,404067,5,97,191,Closed,High,Clean,True,10.6,Track 9,Inducted,293,1,0
2024-05-06,24,308831,36,108,355,Open,Low,Clean,False,0.0,Track 11,Maintenance,499,0,0
2024-05-06,25,279123,36,1,166,Closed,Low,Clean,False,0.5,Track 9,Standby,203,1,0
2024-05-07,1,380040,44,138,300,Closed,Low,Clean,False,0.0,Track 8,Maintenance,482,0,1
2024-05-07,2,324865,14,172,103,Open,Medium,Clean,False,0.0,Track 6,Maintenance,289,0,1
2024-05-07,3,291650,31,15,223,Closed,Low,Clean,False,0.0,Track 3,Maintenance,269,0,1
2024-05-07,4,383856,71,33,222,Closed,Medium,Clean,False,1.2,Track 6,Standby,326,0,1
2024-05-07,5,363760,58,24,109,Closed,Low,Clean,False,13.3,Track 8,Inducted,191,0,1
2024-05-07,6,289268,46,72,121,Closed,Low,Clean,False,9.6,Track 12,Inducted,239,0,1
2024-05-07,7,377130,73,31,89,Closed,Medium,Clean,False,1.4,Track 6,Standby,193,0,1
2024-05-07,8,255920,48,166,320,Closed,Low,Clean,False,10.6,Track 15,Inducted,534,0,1
2024-05-07,9,306644,88,107,237,Open,Medium,Scheduled,True,0.0,Track 12,Maintenance,432,0,1
2024-05-07,10,350071,64,35,327,Closed,Medium,Clean,False,0.9,Track 15,Standby,426,0,1
2024-05-07,11,405961,86,101,22,Closed,High,Clean,False,11.5,Track 11,Inducted,209,0,1
2024-05-07,12,302656,29,152,251,Open,Low,Clean,False,0.0,Track 9,Maintenance,432,0,1
2024-05-07,13,330805,45,9,359,Open,High,Clean,False,0.0,Track 3,Maintenance,413,0,1
2024-05-07,14,317854,50,133,36,Open,High,Clean,False,0.0,Track 15,Maintenance,219,0,1
2024-05-07,15,393055,88,7,254,Closed,High,Clean,False,8.1,Track 11,Inducted,349,1,1
2024-05-07,16,374022,39,53,11,Closed,High,Clean,False,1.5,Track 8,Standby,103,0,1
2024-05-07,17,363184,35,102,161,Closed,Low,Clean,False,11.4,Track 10,Inducted,298,0,1
2024-05-07,18,374860,43,13,302,Closed,High,Clean,False,1.3,Track 10,Standby,358,0,1
2024-05-07,19,329708,50,119,96,Closed,Low,Clean,False,12.0,Track 10,Inducted,265,0,1
2024-05-07,20,377755,55,13,270,Closed,Medium,Clean,False,0.7,Track 7,Standby,338,0,1
2024-05-07,21,298247,60,100,67,Closed,Low,Clean,False,11.4,Track 1,Inducted,227,0,1
2024-05-07,22,295959,59,145,331,Open,High,Clean,False,0.0,Track 2,Maintenance,535,0,1
2024-05-07,23,404093,4,96,190,Closed,High,Scheduled,True,1.5,Track 5,Standby,290,1,1
2024-05-07,24,308861,35,107,354,Closed,Low,Clean,False,1.4,Track 7,Standby,496,0,1
2024-05-07,25,279485,35,180,165,Closed,Low,Clean,False,9.4,Track 12,Inducted,380,0,1
2024-05-08,1,380064,43,137,299,Closed,Low,Clean,False,0.8,Track 4,Standby,479,0,2
2024-05-08,2,325346,13,171,102,Closed,Medium,Clean,True,11.9,Track 2,Inducted,286,0,2
2024-05-08,3,292154,30,14,222,Closed,Low,Clean,False,9.6,Track 8,Inducted,266,0,2
2024-05-08,4,383856,70,32,221,Closed,Medium,Clean,False,0.0,Track 5,Maintenance,323,0,2
2024-05-08,5,364207,57,23,108,Closed,Low,Clean,False,11.6,Track 11,Inducted,188,0,2
2024-05-08,6,289707,45,71,120,Closed,Low,Clean,False,10.1,Track 8,Inducted,236,0,2
2024-05-08,7,377543,72,30,88,Closed,Medium,Clean,False,11.6,Track 11,Inducted,190,0,2
2024-05-08,8,256411,47,165,319,Closed,Low,Clean,False,13.6,Track 3,Inducted,531,0,2
2024-05-08,9,306669,87,106,236,Closed,Medium,Scheduled,True,1.2,Track 4,Standby,429,0,2
2024-05-08,10,350425,63,34,326,Closed,Medium,Clean,False,8.5,Track 1,Inducted,423,0,2
2024-05-08,11,406309,85,100,21,Closed,High,Clean,False,11.3,Track 11,Inducted,206,0,2
2024-05-08,12,302656,28,151,250,Open,Low,Clean,False,0.0,Track 10,Maintenance,429,0,2
2024-05-08,13,331386,44,8,358,Closed,High,Clean,False,11.0,Track 7,Inducted,410,0,2
2024-05-08,14,317854,49,132,35,Open,High,Clean,False,0.0,Track 10,Maintenance,216,0,2
2024-05-08,15,393470,87,6,253,Closed,High,Clean,False,11.9,Track 6,Inducted,346,1,2
2024-05-08,16,374526,38,52,10,Closed,High,Clean,False,11.4,Track 11,Inducted,100,0,2
2024-05-08,17,363615,34,101,160,Closed,Low,Clean,False,10.9,Track 2,Inducted,295,0,2
2024-05-08,18,374885,42,12,301,Closed,High,Clean,False,0.9,Track 9,Standby,355,0,2
2024-05-08,19,330290,49,118,95,Closed,Low,Clean,False,11.2,Track 7,Inducted,262,0,2
2024-05-08,20,377792,54,12,269,Open,Medium,Clean,False,1.4,Track 1,Standby,335,0,2
2024-05-08,21,298684,59,99,66,Closed,Low,Clean,False,13.8,Track 2,Inducted,224,0,2
2024-05-08,22,296347,58,144,330,Closed,High,Clean,False,12.9,Track 12,Inducted,532,0,2
